x,y,x_pix,y_pix,fiber_area,myelin_area,fiber_area_pix,myelin_area_pix,rho,rho_pix,phi,hull_vertices,perimeter,hull_vertices_w_myel,shortest_diameter,longest_diameter,shortest_diameter_w_myel,longest_diameter_w_myel,eff_fib_diam,eff_fib_diam_w_myel,median_myelin_thickness,max_myelin_thickness,myelinated,chat,unmyel_nf,nav,th_overlap_p,c_estimate_nf_frac,c_estimate_nf,c_estimate_nav,c_estimate_nav_frac
231.563,234.015,1543.755,1560.102,1.102,3.6,49,160,31.186,207.906,0.661,"[[232.200,233.850],[232.500,234.150],[232.500,234.300],[231.450,234.300],[230.700,234.150],[230.550,234.000],[230.550,233.850],[231.000,233.700],[231.600,233.700]]",4.444,"[[229.200,233.700],[230.400,232.500],[231.600,232.800],[232.050,232.950],[233.100,234.150],[233.250,234.450],[233.250,234.600],[233.100,234.900],[232.950,235.050],[231.150,235.800],[230.100,234.900],[229.950,234.750],[229.200,233.850]]",0.602,1.865,2.71,3.923,1.185,2.447,1.205,2.116,True,False,False,False,0.0,0.0,0,,
231.801,230.88,1545.337,1539.198,3.87,6.007,172,267,28.934,192.895,0.734,"[[230.250,229.650],[230.850,229.350],[231.300,229.650],[231.900,230.100],[232.200,230.400],[233.400,232.050],[233.400,232.200],[232.650,232.200],[231.750,231.900],[231.450,231.600],[230.250,229.800]]",9.012,"[[233.850,232.350],[233.850,232.500],[232.200,232.800],[231.750,232.800],[230.550,232.500],[230.400,232.200],[229.500,228.450],[229.500,228.150],[230.100,228.150],[231.000,228.450],[231.900,228.900],[232.350,229.200],[233.550,231.600]]",1.302,3.756,2.944,5.531,2.22,3.538,0.86,1.72,True,False,False,False,0.0,0.0,0,,
233.712,236.523,1558.082,1576.822,1.642,2.182,73,97,34.485,229.903,0.666,"[[234.300,236.250],[234.900,236.850],[234.900,237.000],[234.150,237.000],[232.800,236.700],[232.650,236.550],[232.650,236.250],[232.800,236.100],[233.850,236.100]]",5.38,"[[231.150,235.950],[233.100,235.200],[234.450,235.950],[234.600,236.100],[234.900,236.850],[234.900,237.000],[234.000,237.300],[232.350,237.300],[231.300,237.150],[231.150,237.000]]",0.802,2.215,1.697,3.684,1.446,2.207,0.479,1.662,True,False,False,False,0.0,0.0,0,,
228.28,235.876,1521.865,1572.504,2.992,11.115,133,494,30.864,205.762,0.54,"[[227.400,234.900],[228.900,235.050],[229.200,235.350],[229.500,236.100],[229.500,236.550],[228.150,236.700],[227.550,236.400],[227.250,236.100],[227.100,235.800],[227.100,235.650],[227.250,234.900]]",7.043,"[[229.200,234.000],[231.000,235.800],[231.000,237.150],[229.800,237.450],[228.600,237.600],[228.150,237.600],[227.700,237.450],[226.500,236.400],[226.200,236.100],[226.350,235.500],[226.950,234.450],[227.250,234.300],[228.900,234.000]]",1.704,2.554,3.486,4.762,1.952,4.03,0.919,1.655,True,False,False,False,0.0,0.0,0,,
228.99,238.929,1526.597,1592.863,2.79,8.01,124,356,33.862,225.748,0.512,"[[230.100,239.400],[228.450,239.400],[226.950,238.800],[226.950,238.650],[227.550,238.500],[230.100,238.500],[230.400,238.650],[230.550,238.950],[230.550,239.100],[230.400,239.250]]",7.952,"[[225.900,237.750],[231.150,237.150],[230.550,239.100],[230.400,239.250],[230.100,239.400],[227.400,240.150],[227.100,240.150],[226.500,239.850],[225.150,238.950],[224.850,238.350],[224.850,238.200],[225.000,238.050]]",0.903,3.315,2.289,5.533,1.885,3.606,1.2,5.697,True,False,False,False,0.0,0.0,0,,
229.188,252.524,1527.921,1683.491,7.65,25.245,340,1122,46.269,308.462,0.371,"[[228.000,252.900],[227.400,251.700],[227.550,251.250],[227.700,251.100],[228.450,250.950],[229.200,250.950],[230.550,252.300],[230.700,252.750],[230.700,253.800],[230.400,254.100],[229.050,254.100],[228.750,253.800]]",10.347,"[[227.550,250.350],[234.450,251.550],[235.200,252.300],[236.250,255.750],[236.250,255.900],[236.100,256.050],[235.800,256.200],[234.450,256.650],[234.000,256.650],[228.450,254.850],[227.550,254.400],[227.400,254.250],[226.350,251.550],[226.350,251.400],[226.500,251.100],[226.650,250.950]]",2.289,3.947,4.322,10.373,3.121,6.242,1.143,6.124,True,True,False,False,0.0,0.0,0,,
232.32,262.279,1548.797,1748.524,9.652,46.035,429,2046,56.499,376.662,0.36,"[[234.300,263.700],[233.250,264.000],[231.450,263.100],[230.400,262.500],[230.250,262.350],[230.100,262.050],[230.100,261.450],[230.250,261.150],[230.400,261.000],[230.700,260.850],[231.900,260.850],[232.500,261.000],[232.950,261.150],[233.550,261.450],[234.000,261.900],[234.600,263.250],[234.600,263.400]]",11.996,"[[236.850,256.350],[237.150,264.000],[237.150,264.600],[237.000,265.350],[236.850,265.800],[236.700,265.950],[236.250,266.250],[234.450,266.700],[232.650,266.700],[231.750,266.550],[231.450,266.400],[230.700,265.650],[227.700,260.700],[228.750,259.650],[229.650,258.900],[234.150,256.800],[236.250,256.050],[236.400,256.050]]",2.412,4.77,8.178,10.48,3.506,8.281,2.921,6.142,True,True,False,False,0.0,0.0,0,,
226.508,257.294,1510.051,1715.294,3.06,19.17,136,852,49.923,332.817,0.286,"[[225.300,257.400],[225.150,257.250],[225.300,256.950],[225.450,256.800],[226.350,256.500],[226.800,256.500],[227.100,256.650],[227.400,256.950],[227.550,257.250],[227.550,257.700],[227.400,258.000],[227.100,258.150],[226.650,258.150],[226.350,258.000]]",6.369,"[[227.400,260.850],[227.250,260.850],[226.050,260.700],[225.300,260.400],[224.100,259.200],[223.950,258.750],[223.500,255.150],[224.400,255.000],[225.000,255.000],[225.450,255.150],[227.400,256.050],[227.700,256.200],[228.300,257.100],[229.200,259.200],[229.050,259.350]]",1.536,2.35,4.453,6.555,1.974,4.94,1.752,2.749,True,True,False,False,0.0,0.0,0,,
226.751,272.551,1511.672,1817.009,5.152,2.362,229,105,64.756,431.706,0.223,"[[225.150,272.700],[225.150,272.550],[225.300,272.250],[225.600,271.950],[225.900,271.800],[226.350,271.650],[227.550,271.650],[228.000,271.800],[228.300,272.100],[228.450,272.400],[228.300,272.700],[228.000,273.000],[227.550,273.300],[227.100,273.450],[225.600,273.450],[225.450,273.300]]",8.311,"[[228.300,272.100],[228.450,272.400],[228.300,272.700],[228.000,273.000],[227.550,273.300],[227.100,273.450],[225.600,273.450],[224.850,273.000],[224.550,272.700],[224.550,272.250],[224.700,271.800],[225.300,270.600],[225.600,270.450],[226.950,270.300]]",1.807,3.222,2.696,3.795,2.561,3.093,1.414,3.873,True,False,False,False,0.0,0.0,0,,
230.272,281.394,1535.148,1875.963,13.5,13.927,600,619,74.174,494.493,0.243,"[[230.850,279.000],[232.500,281.550],[232.500,282.000],[232.350,282.900],[232.200,283.050],[231.750,283.350],[230.850,283.650],[230.400,283.650],[229.950,283.350],[229.350,282.750],[228.150,281.400],[227.850,280.950],[227.850,280.650],[228.450,279.900],[228.750,279.600],[230.400,278.850],[230.700,278.850]]",14.297,"[[229.350,278.400],[233.250,278.850],[233.400,279.450],[233.850,282.750],[233.850,282.900],[232.350,284.700],[232.200,284.850],[232.050,284.850],[231.150,284.550],[228.600,283.650],[228.000,283.350],[227.850,280.950],[227.850,280.500],[228.300,279.750],[229.050,278.700]]",3.402,4.866,5.616,6.714,4.146,5.707,0.922,2.1,True,False,False,False,0.0,0.0,0,,
233.512,290.555,1556.75,1937.036,0.63,3.308,28,147,83.851,559.005,0.254,"[[233.700,290.250],[234.000,290.550],[234.000,290.700],[233.700,290.850],[233.250,290.850],[233.100,290.700],[233.100,290.400],[233.250,290.250]]",2.534,"[[231.600,291.000],[231.600,290.250],[231.750,289.950],[232.050,289.800],[232.650,289.800],[233.700,290.250],[234.000,290.550],[234.300,291.300],[233.700,292.050],[233.400,292.050],[232.950,291.900],[232.350,291.600],[231.750,291.150]]",0.602,0.915,1.751,2.446,0.896,2.239,0.799,1.809,True,False,False,False,0.0,0.0,0,,
228.923,289.578,1526.154,1930.519,2.34,11.385,104,506,81.857,545.716,0.203,"[[229.650,289.050],[230.100,289.500],[230.100,289.950],[229.800,290.100],[228.150,290.100],[227.400,289.800],[227.850,289.350],[228.600,289.050]]",6.374,"[[228.600,292.050],[227.550,291.450],[227.250,290.850],[226.650,289.200],[226.650,289.050],[228.150,287.400],[229.650,287.400],[230.400,288.300],[231.150,289.350],[231.600,290.100],[231.450,290.850],[231.300,291.000],[230.850,291.300],[230.100,291.750],[229.500,292.050]]",1.054,2.509,4.009,4.975,1.726,4.132,1.502,1.98,True,False,False,False,0.0,0.0,0,,
229.238,285.155,1528.256,1901.035,1.935,7.83,86,348,77.599,517.324,0.219,"[[230.100,285.600],[228.300,285.600],[228.150,285.300],[228.000,284.850],[229.350,284.700],[229.800,284.700],[230.400,285.000],[230.400,285.450]]",5.874,"[[228.000,287.250],[228.000,283.500],[228.150,283.500],[229.200,283.800],[229.650,283.950],[231.300,284.550],[231.900,284.850],[232.050,285.000],[232.050,285.150],[231.600,285.900],[230.700,286.500],[229.650,287.100],[229.350,287.250]]",0.89,2.363,3.09,3.949,1.57,3.522,1.23,2.944,True,True,False,False,0.0,0.0,0,,
234.04,288.313,1560.27,1922.084,11.835,7.965,526,354,81.82,545.467,0.268,"[[231.150,287.700],[231.150,287.400],[232.650,286.650],[234.000,286.650],[236.100,287.850],[236.400,289.050],[236.400,289.200],[236.250,289.950],[236.100,290.100],[234.750,290.100],[233.550,289.500],[232.050,288.600],[231.450,288.150]]",13.841,"[[229.500,287.250],[229.800,286.950],[232.200,285.150],[232.350,285.150],[235.500,286.350],[235.650,286.500],[237.750,288.900],[237.750,289.200],[237.300,289.500],[236.100,290.100],[234.750,290.100],[231.600,289.950],[231.450,289.800],[229.500,287.400]]",2.705,5.322,4.177,8.017,3.882,4.992,0.921,1.732,True,False,False,False,0.0,0.0,0,,
234.652,284.86,1564.35,1899.067,1.35,7.335,60,326,78.667,524.443,0.287,"[[235.200,285.450],[233.850,285.000],[233.850,284.550],[234.000,284.400],[234.600,284.400],[235.050,284.550],[235.500,285.000],[235.350,285.450]]",4.42,"[[233.550,283.200],[234.000,282.900],[234.150,282.900],[234.450,283.050],[234.750,283.350],[235.650,284.550],[235.950,285.300],[235.950,285.600],[235.800,286.350],[235.650,286.350],[234.900,286.200],[233.550,285.750],[232.500,285.300],[232.200,285.000],[232.800,284.100]]",0.81,1.687,2.291,3.715,1.311,3.107,0.909,1.587,True,True,False,False,0.0,0.0,0,,
232.319,300.276,1548.796,2001.838,6.39,4.568,284,203,93.028,620.185,0.216,"[[230.400,300.300],[232.050,298.650],[232.500,298.650],[234.000,300.150],[233.700,301.200],[233.400,301.800],[232.350,301.500],[230.550,300.600],[230.400,300.450]]",10.134,"[[233.700,302.700],[228.000,301.200],[228.600,300.300],[230.400,298.500],[232.650,296.400],[234.300,299.850],[234.600,301.650],[234.600,302.100],[234.450,302.700]]",2.4,3.445,4.393,5.997,2.852,3.538,1.143,2.454,True,True,False,False,0.0,0.0,0,,
232.475,293.561,1549.836,1957.075,3.285,16.762,146,745,86.517,576.779,0.234,"[[234.300,293.700],[234.300,294.000],[234.000,294.150],[231.900,294.150],[230.700,293.850],[231.300,292.950],[231.450,292.800],[231.750,292.650],[231.900,292.650],[234.000,293.550]]",8.372,"[[228.300,293.700],[229.350,292.200],[231.150,291.150],[231.450,291.000],[233.550,292.050],[235.050,293.100],[235.500,293.550],[235.350,293.850],[234.300,295.500],[234.150,295.650],[232.650,296.250],[231.000,296.250],[230.100,295.650],[229.500,295.200],[229.050,294.750],[228.450,294.000]]",1.231,3.247,4.662,6.817,2.045,5.041,1.778,2.495,True,True,False,False,0.0,0.0,0,,
227.407,297.259,1516.049,1981.727,6.007,21.938,267,975,89.127,594.177,0.169,"[[229.050,297.750],[228.600,298.500],[227.850,298.500],[226.950,298.350],[226.500,298.200],[226.200,297.600],[226.050,297.150],[226.050,296.100],[226.200,295.950],[226.650,295.950],[227.850,296.250],[228.300,296.550],[228.600,296.850]]",9.077,"[[227.400,301.050],[226.050,300.300],[225.150,298.500],[225.150,297.900],[225.900,295.500],[226.050,295.200],[226.500,294.900],[228.000,294.000],[228.300,293.850],[230.550,295.950],[231.000,296.400],[230.700,297.450],[230.250,298.350],[229.350,299.550],[227.850,301.050]]",2.25,3.385,4.983,6.764,2.766,5.715,1.571,2.624,True,True,False,False,0.0,0.0,0,,
232.418,303.511,1549.456,2023.404,1.282,3.577,57,159,96.211,641.405,0.209,"[[233.700,303.750],[233.700,304.200],[233.550,304.200],[231.900,303.600],[231.300,303.300],[231.150,303.150],[231.450,302.850],[231.600,302.850]]",6.098,"[[233.850,302.850],[233.700,304.200],[232.650,304.650],[232.200,304.650],[231.600,304.500],[231.300,304.350],[230.850,303.450],[230.850,303.000],[231.000,302.550],[232.350,302.550],[233.550,302.700]]",0.549,2.622,2.098,3.06,1.278,2.333,0.695,1.19,True,True,False,False,0.0,0.0,0,,
230.094,326.174,1533.963,2174.493,9.72,18.945,432,842,118.102,787.348,0.15,"[[230.850,327.600],[229.050,327.300],[228.150,326.400],[228.000,325.800],[227.850,325.050],[228.150,324.750],[228.600,324.750],[230.700,325.050],[231.750,325.350],[232.200,325.650],[232.200,327.150],[232.050,327.300],[231.450,327.600]]",12.092,"[[229.650,329.250],[228.300,328.800],[226.950,325.500],[226.800,324.900],[226.800,324.600],[227.250,322.350],[228.150,322.050],[228.600,322.050],[231.300,322.950],[231.450,323.100],[233.550,325.950],[233.850,326.700],[233.850,327.000],[233.400,327.450],[229.800,329.250]]",2.491,4.632,5.635,7.236,3.518,5.951,1.394,3.119,True,True,False,False,0.0,0.0,0,,
226.908,338.654,1512.719,2257.694,2.722,19.957,121,887,130.061,867.076,0.112,"[[227.700,339.750],[226.200,339.750],[226.200,337.350],[226.500,337.200],[226.800,337.350],[227.400,338.250],[227.700,339.300]]",7.195,"[[226.050,336.000],[227.100,336.900],[229.200,339.300],[229.350,339.750],[229.200,340.200],[229.050,340.500],[228.900,340.650],[226.200,342.300],[226.050,342.300],[225.600,342.000],[225.450,341.850],[224.250,337.950],[224.250,337.800],[224.400,336.750],[224.550,336.300],[225.450,335.850],[225.600,335.850]]",1.311,2.669,3.725,6.023,1.862,5.041,1.621,2.57,True,True,False,False,0.0,0.0,0,,
229.903,335.938,1532.686,2239.588,12.33,7.538,548,335,127.738,851.589,0.137,"[[232.500,335.250],[230.700,337.500],[229.500,337.800],[228.750,337.800],[227.850,337.050],[227.400,336.600],[227.250,336.300],[227.250,336.000],[227.700,335.550],[228.900,334.950],[231.150,334.050],[231.300,334.050],[232.200,334.350],[232.500,334.650]]",13.836,"[[225.750,335.700],[235.650,332.250],[236.100,333.150],[236.550,334.200],[236.550,334.500],[236.400,334.800],[236.250,334.950],[232.950,337.050],[229.350,339.300],[229.050,339.150],[225.750,335.850]]",3.0,5.239,4.194,10.037,3.962,4.966,0.854,4.182,True,False,False,False,0.0,0.0,0,,
232.461,339.053,1549.741,2260.352,2.43,9.81,108,436,131.191,874.606,0.153,"[[234.150,339.000],[234.000,339.300],[232.200,339.600],[231.750,339.600],[231.150,339.300],[230.850,339.000],[230.850,338.850],[231.750,338.550],[233.850,338.550],[234.150,338.700]]",7.539,"[[234.000,340.650],[232.050,340.650],[231.300,340.500],[230.250,340.200],[229.950,340.050],[229.350,339.600],[229.350,339.450],[229.650,339.000],[230.100,338.400],[231.750,337.500],[233.400,336.900],[234.300,337.350],[234.300,339.000]]",1.007,3.171,3.364,4.854,1.759,3.697,1.157,1.812,True,True,False,False,0.0,0.0,0,,
227.606,348.72,1517.376,2324.8,2.812,19.8,125,880,140.143,934.287,0.109,"[[226.350,348.600],[226.650,348.150],[226.950,348.000],[227.400,348.000],[228.000,348.150],[228.450,348.450],[228.900,348.900],[228.900,349.200],[228.750,349.350],[228.150,349.350],[226.950,349.200],[226.350,348.900]]",6.414,"[[230.250,348.450],[230.850,349.800],[230.850,350.250],[230.700,351.000],[230.550,351.150],[230.100,351.450],[229.500,351.750],[229.050,351.600],[227.250,350.850],[226.950,350.550],[225.300,348.750],[225.150,347.700],[225.150,346.050],[225.300,344.850],[225.600,344.550],[226.500,344.850],[227.250,345.150],[228.300,345.600]]",1.213,2.517,4.085,7.708,1.892,5.358,1.725,3.78,True,True,False,False,0.0,0.0,0,,
231.207,342.557,1541.382,2283.71,7.538,13.522,335,601,134.474,896.49,0.14,"[[229.650,343.350],[229.350,343.200],[229.050,342.900],[228.750,342.450],[229.050,342.150],[230.250,341.550],[231.600,341.550],[233.700,342.150],[233.700,342.600],[233.400,342.900],[232.800,343.200],[231.900,343.500],[230.100,343.500]]",11.369,"[[226.200,342.450],[226.800,341.850],[229.500,340.050],[233.850,340.800],[234.000,341.700],[234.000,341.850],[233.700,342.600],[232.950,344.250],[232.800,344.400],[232.500,344.550],[228.150,345.450],[226.950,345.000],[226.650,344.850],[226.200,342.750]]",1.957,4.734,4.492,7.957,3.098,5.032,1.364,3.27,True,True,False,False,0.0,0.0,0,,
226.099,352.496,1507.325,2349.975,0.9,7.087,40,315,143.746,958.309,0.095,"[[225.000,351.750],[225.150,351.750],[226.950,352.650],[227.100,352.800],[227.100,352.950],[226.950,353.100],[226.050,352.800],[225.000,352.050]]",5.276,"[[223.650,353.400],[223.650,353.250],[223.800,352.350],[223.950,351.750],[224.100,351.300],[224.250,351.150],[225.150,350.550],[225.450,350.400],[225.600,350.400],[227.550,351.000],[228.300,351.300],[229.350,351.750],[229.350,351.900],[226.950,353.250],[223.800,353.400]]",0.523,2.319,2.696,5.566,1.07,3.042,1.604,2.833,True,True,False,False,0.0,0.0,0,,
234.865,364.517,1565.769,2430.115,1.17,1.44,52,64,156.731,1044.873,0.144,"[[233.400,364.500],[234.750,363.750],[234.900,363.750],[235.650,364.200],[235.950,365.100],[235.650,365.250],[235.500,365.250],[234.600,365.100]]",6.257,"[[232.800,364.950],[234.600,363.600],[234.900,363.600],[236.100,364.200],[236.100,364.650],[235.950,365.700],[235.650,366.000],[232.800,365.250]]",1.319,2.161,2.089,3.269,1.221,1.823,0.249,1.284,True,True,False,False,0.0,0.0,0,,
232.919,360.471,1552.793,2403.141,27.36,4.59,1216,204,152.454,1016.357,0.135,"[[231.600,363.000],[229.050,358.950],[229.050,358.650],[229.500,358.200],[231.300,357.450],[232.050,357.300],[232.350,357.300],[233.100,357.750],[234.600,358.800],[235.950,360.000],[236.100,360.300],[236.100,361.800],[235.500,362.700],[234.900,363.300],[234.300,363.600],[232.800,363.900],[232.650,363.900]]",20.748,"[[229.050,358.950],[229.050,358.650],[229.500,358.200],[231.300,357.450],[232.050,357.300],[236.250,357.000],[236.700,357.000],[236.700,359.100],[236.400,362.400],[236.100,362.850],[235.950,363.000],[232.650,365.100],[232.200,365.100]]",4.897,7.484,6.682,8.066,5.902,6.369,3.125,6.214,True,True,False,False,0.0,0.0,0,,
229.705,365.818,1531.368,2438.785,3.668,15.03,163,668,157.368,1049.119,0.11,"[[229.350,365.100],[229.950,364.950],[230.400,364.950],[230.700,365.100],[230.850,365.250],[231.000,365.550],[231.000,366.000],[230.550,366.300],[229.950,366.600],[229.500,366.750],[228.900,366.750],[227.550,366.000],[227.700,365.850]]",8.256,"[[228.600,369.300],[226.950,365.100],[227.100,364.800],[227.250,364.650],[229.800,363.900],[230.550,363.900],[230.850,364.050],[232.500,365.250],[232.200,366.600],[231.900,367.800],[231.750,368.250],[231.000,370.350],[230.700,370.500],[230.550,370.500],[230.250,370.350],[229.200,369.750]]",1.605,3.229,4.614,6.414,2.161,4.859,1.309,4.404,True,True,False,False,0.0,0.0,0,,
229.832,389.229,1532.215,2594.862,5.535,15.817,246,703,180.668,1204.454,0.097,"[[229.350,390.150],[228.150,389.400],[228.150,388.500],[228.450,388.200],[228.750,388.200],[229.950,388.350],[230.550,388.500],[233.400,389.400],[233.400,389.550],[231.000,390.150]]",12.13,"[[229.200,391.050],[228.450,391.050],[227.100,390.750],[226.500,390.600],[227.100,388.500],[227.400,387.900],[227.700,387.450],[228.600,386.400],[229.650,385.350],[230.100,385.500],[231.300,385.950],[234.000,389.100],[234.450,389.700],[234.450,389.850],[234.300,390.000],[233.850,390.150]]",1.817,4.647,4.716,7.268,2.655,4.894,1.562,4.739,True,True,False,False,0.0,0.0,0,,
243.693,32.811,1624.619,218.743,8.392,0.45,373,20,179.341,1195.607,-0.175,"[[242.400,31.050],[243.900,31.050],[244.950,32.100],[244.950,34.050],[244.500,34.650],[244.200,34.800],[243.750,34.800],[243.300,34.650],[243.000,34.350],[242.850,34.050],[242.700,33.600],[242.250,31.500],[242.250,31.200]]",10.838,"[[246.450,35.100],[246.450,35.400],[245.700,35.400],[243.600,34.800],[243.150,34.650],[242.850,34.500],[242.250,31.500],[242.250,31.200],[242.400,31.050],[243.900,31.050],[244.950,32.100]]",2.416,3.948,2.634,5.494,3.269,3.355,1.386,5.701,True,True,False,False,0.0,0.0,0,,
237.041,30.501,1580.273,203.337,27.135,25.807,1206,1147,180.59,1203.933,-0.137,"[[234.150,30.750],[234.900,27.450],[235.650,26.250],[235.950,25.950],[236.250,25.800],[236.400,25.800],[236.700,25.950],[237.600,26.550],[237.900,27.000],[239.700,31.650],[239.700,33.000],[239.400,34.050],[238.950,34.500],[238.800,34.500],[236.850,34.350],[236.550,34.200],[235.800,33.750],[234.300,31.350],[234.150,30.900]]",22.502,"[[238.200,36.450],[233.250,35.700],[232.650,32.400],[232.650,31.500],[234.900,27.450],[235.650,26.250],[235.950,25.950],[236.250,25.800],[236.400,25.800],[236.700,25.950],[237.600,26.550],[237.900,27.000],[240.150,30.900],[240.300,31.800],[239.700,35.250],[238.800,36.150]]",4.886,8.633,6.724,10.515,5.878,8.207,1.079,3.358,True,False,False,False,0.0,0.0,0,,
