x,y,x_pix,y_pix,fiber_area,myelin_area,fiber_area_pix,myelin_area_pix,rho,rho_pix,phi,hull_vertices,perimeter,hull_vertices_w_myel,shortest_diameter,longest_diameter,shortest_diameter_w_myel,longest_diameter_w_myel,eff_fib_diam,eff_fib_diam_w_myel,median_myelin_thickness,max_myelin_thickness,myelinated,chat,unmyel_nf,nav,th_overlap_p,c_estimate_nf_frac,c_estimate_nf,c_estimate_nav,c_estimate_nav_frac
88.514,125.318,590.091,835.455,0.248,0.0,11,[],149.736,998.24,0.975,"[[88.500,124.950],[88.650,125.100],[88.650,125.400],[88.500,125.700],[88.350,125.700],[88.350,125.100]]",1.81,[],0.301,0.701,0.0,0.0,0.561,0.0,0.0,0.0,False,False,True,False,0.0,0.382,1,0.0,0.0
84.07,191.885,560.469,1279.23,5.085,0.0,226,[],129.531,863.539,1.435,"[[83.250,192.600],[82.950,192.300],[82.500,191.550],[82.500,191.250],[82.650,190.950],[84.600,190.950],[85.200,191.550],[85.500,192.150],[85.500,192.750],[85.200,193.050],[84.150,192.900]]",8.437,[],1.905,3.271,0.0,0.0,2.544,0.0,0.0,0.0,False,False,True,False,0.0,7.844,8,0.0,0.0
90.807,202.896,605.379,1352.64,13.05,0.0,580,[],121.778,811.854,1.517,"[[94.350,201.900],[92.250,205.050],[92.100,205.050],[90.300,204.900],[88.350,202.800],[88.050,202.200],[88.050,202.050],[88.650,201.300],[89.850,201.300],[93.750,201.600],[94.200,201.750]]",16.187,[],3.513,5.381,0.0,0.0,4.076,0.0,0.0,0.0,False,False,True,False,0.0,20.13,20,0.0,0.0
89.518,222.298,596.788,1481.985,1.485,0.0,66,[],123.568,823.784,-1.466,"[[90.150,222.750],[89.700,222.900],[89.250,222.750],[88.950,222.600],[88.800,222.300],[88.800,222.000],[89.100,221.700],[89.400,221.700],[89.700,221.850],[90.150,222.150],[90.300,222.300],[90.300,222.600]]",4.244,[],0.999,1.565,0.0,0.0,1.375,0.0,0.0,0.0,False,False,True,False,0.0,2.291,2,0.0,0.0
84.073,295.199,560.484,1967.995,22.072,0.0,981,[],154.375,1029.169,-0.982,"[[86.700,292.200],[86.550,295.800],[85.950,297.300],[85.800,297.600],[85.500,297.900],[85.050,298.200],[84.450,298.200],[79.950,296.100],[79.350,295.800],[79.350,295.650],[79.500,295.350],[84.900,292.500],[85.500,292.200]]",21.218,[],4.84,6.887,0.0,0.0,5.301,0.0,0.0,0.0,False,False,True,False,0.0,34.047,34,0.0,0.0
91.164,297.986,607.761,1986.57,49.815,0.0,2214,[],150.159,1001.059,-0.94,"[[86.400,300.450],[86.550,300.150],[90.750,292.650],[90.900,292.500],[91.350,292.500],[92.700,292.950],[93.450,293.550],[93.750,293.850],[94.350,294.750],[95.250,296.250],[95.250,297.000],[94.950,298.200],[92.850,301.200],[92.250,301.800],[91.650,302.100],[87.600,302.550],[87.300,302.550],[86.700,302.250],[86.550,302.100],[86.400,301.800]]",29.344,[],6.231,10.588,0.0,0.0,7.964,0.0,0.0,0.0,False,False,True,False,0.0,76.839,77,0.0,0.0
83.729,327.518,558.196,2183.456,21.262,0.0,945,[],174.672,1164.478,-0.828,"[[87.300,329.400],[87.300,329.550],[85.650,330.600],[85.350,330.600],[82.050,329.700],[81.750,329.400],[81.450,328.950],[81.150,327.750],[81.150,325.050],[81.300,324.750],[81.600,324.450],[82.350,324.450],[85.650,326.250],[85.800,326.400],[86.400,327.150]]",19.593,[],4.631,7.332,0.0,0.0,5.203,0.0,0.0,0.0,False,False,True,False,0.0,32.797,33,0.0,0.0
87.62,358.29,584.134,2388.598,2.52,0.0,112,[],194.268,1295.119,-0.698,"[[86.850,357.450],[87.300,357.300],[87.450,357.300],[87.900,357.450],[88.200,358.050],[88.500,358.950],[88.500,359.100],[88.200,359.400],[88.050,359.400],[87.600,359.100],[87.000,358.500],[86.700,357.900],[86.700,357.750]]",5.988,[],1.234,2.307,0.0,0.0,1.791,0.0,0.0,0.0,False,False,True,False,0.0,3.887,4,0.0,0.0
83.541,358.481,556.938,2389.875,0.72,0.0,32,[],197.058,1313.72,-0.713,"[[83.550,357.000],[84.450,358.650],[83.100,358.800],[82.950,358.800],[82.950,358.200]]",5.329,[],1.039,1.541,0.0,0.0,0.957,0.0,0.0,0.0,False,False,True,False,0.0,1.111,1,0.0,0.0
86.16,353.97,574.4,2359.8,0.337,0.0,15,[],191.935,1279.564,-0.718,"[[86.550,354.000],[86.550,354.150],[86.250,354.150],[85.800,354.000],[85.650,353.850],[86.400,353.850]]",2.099,[],0.267,0.842,0.0,0.0,0.656,0.0,0.0,0.0,False,False,True,False,0.0,0.521,1,0.0,0.0
84.41,353.583,562.735,2357.217,1.868,0.0,83,[],192.8,1285.335,-0.726,"[[83.700,353.700],[83.700,353.250],[83.850,352.950],[84.150,352.800],[84.450,352.800],[85.050,353.400],[85.200,353.700],[84.900,354.300],[84.600,354.450],[84.450,354.450]]",4.822,[],1.171,1.688,0.0,0.0,1.542,0.0,0.0,0.0,False,False,True,False,0.0,2.881,3,0.0,0.0
84.838,357.152,565.585,2381.014,3.195,0.0,142,[],195.204,1301.362,-0.712,"[[86.850,356.550],[84.900,358.200],[84.150,358.200],[83.250,357.900],[83.100,357.750],[83.250,357.450],[83.850,356.550],[86.100,356.250],[86.550,356.250]]",9.026,[],1.64,3.706,0.0,0.0,2.017,0.0,0.0,0.0,False,False,True,False,0.0,4.928,5,0.0,0.0
85.396,359.245,569.309,2394.969,2.182,0.0,97,[],196.432,1309.545,-0.703,"[[83.400,358.950],[85.050,358.350],[85.200,358.350],[87.600,359.850],[87.150,359.850],[85.350,359.700],[83.850,359.250],[83.550,359.100]]",9.106,[],1.118,3.474,0.0,0.0,1.667,0.0,0.0,0.0,False,False,True,False,0.0,3.366,3,0.0,0.0
95.897,26.764,639.31,178.424,7.538,0.0,335,[],216.64,1444.266,0.568,"[[94.650,25.650],[96.150,25.350],[96.450,25.500],[96.900,25.800],[97.500,26.550],[97.800,27.000],[97.650,27.600],[97.500,27.750],[97.200,27.900],[94.950,27.900],[94.500,27.600],[94.350,27.450],[94.200,27.000],[94.200,26.250],[94.350,25.950]]",10.06,[],2.495,3.666,0.0,0.0,3.098,0.0,0.0,0.0,False,False,True,False,0.0,11.627,12,0.0,0.0
98.012,44.832,653.414,298.879,7.988,0.0,355,[],200.427,1336.178,0.607,"[[95.550,45.450],[96.300,43.650],[97.050,43.350],[97.350,43.350],[99.900,44.250],[100.050,44.550],[100.050,44.700],[99.900,45.450],[99.600,45.750],[99.300,45.900],[96.750,45.900],[95.550,45.600]]",11.709,[],2.287,4.39,0.0,0.0,3.189,0.0,0.0,0.0,False,False,True,False,0.0,12.321,12,0.0,0.0
97.541,56.269,650.276,375.124,8.708,0.0,387,[],191.429,1276.196,0.644,"[[99.600,56.250],[99.900,56.550],[100.350,57.450],[100.350,57.600],[100.200,57.750],[99.900,57.900],[99.450,57.900],[94.350,56.100],[94.050,55.650],[94.050,55.500],[94.200,55.350],[94.500,55.200],[97.200,55.200],[98.250,55.350],[98.550,55.500]]",14.611,[],1.931,6.011,0.0,0.0,3.33,0.0,0.0,0.0,False,False,True,False,0.0,13.431,13,0.0,0.0
97.926,108.794,652.839,725.29,0.698,0.0,31,[],152.411,1016.075,0.85,"[[99.000,109.200],[98.700,109.200],[97.800,109.050],[97.050,108.300],[97.050,108.150],[98.850,109.050]]",4.648,[],0.462,1.754,0.0,0.0,0.942,0.0,0.0,0.0,False,False,True,False,0.0,1.076,1,0.0,0.0
93.046,160.42,620.306,1069.469,1.102,0.0,49,[],129.025,860.164,1.181,"[[92.400,160.050],[93.300,160.050],[93.600,160.350],[93.750,160.650],[93.750,160.800],[93.600,160.950],[93.450,160.950],[92.400,160.500],[92.250,160.350],[92.250,160.200]]",3.888,[],0.716,1.538,0.0,0.0,1.185,0.0,0.0,0.0,False,False,True,False,0.0,1.701,2,0.0,0.0
97.979,267.014,653.191,1780.092,3.42,0.0,152,[],128.116,854.109,-1.104,"[[96.450,266.850],[98.250,266.250],[98.850,266.250],[99.300,266.550],[99.450,266.700],[99.450,266.850],[99.300,267.150],[99.150,267.300],[98.400,267.600],[97.800,267.750],[97.050,267.750],[96.600,267.300],[96.450,267.000]]",7.246,[],1.316,2.912,0.0,0.0,2.087,0.0,0.0,0.0,False,False,True,False,0.0,5.275,5,0.0,0.0
99.827,285.443,665.512,1902.953,0.967,0.0,43,[],135.858,905.718,-0.977,"[[100.650,285.450],[100.500,285.600],[99.600,285.900],[99.450,285.900],[99.300,285.600],[99.300,285.000],[99.450,285.000],[100.050,285.150],[100.500,285.300]]",3.701,[],0.734,1.288,0.0,0.0,1.11,0.0,0.0,0.0,False,False,True,False,0.0,1.492,1,0.0,0.0
95.138,329.18,634.25,2194.531,0.72,0.0,32,[],167.629,1117.527,-0.775,"[[94.650,329.400],[94.500,329.100],[94.650,328.950],[95.550,328.950],[95.700,329.100],[95.700,329.400]]",3.01,[],0.452,1.178,0.0,0.0,0.957,0.0,0.0,0.0,False,False,True,False,0.0,1.111,1,0.0,0.0
97.688,343.763,651.251,2291.753,4.837,0.0,215,[],176.675,1177.833,-0.707,"[[99.150,342.600],[99.000,344.400],[98.400,344.700],[96.450,345.150],[96.300,345.150],[96.000,345.000],[95.850,344.850],[96.000,344.550],[97.650,342.600],[97.800,342.450],[98.250,342.300],[98.850,342.300]]",9.776,[],1.961,3.841,0.0,0.0,2.482,0.0,0.0,0.0,False,False,True,False,0.0,7.462,7,0.0,0.0
100.714,369.357,671.429,2462.381,0.472,0.0,21,[],195.093,1300.623,-0.61,"[[100.200,369.000],[100.350,368.850],[101.250,369.600],[101.250,369.750],[100.950,369.750],[100.350,369.300]]",2.919,[],0.331,1.198,0.0,0.0,0.776,0.0,0.0,0.0,False,False,True,False,0.0,0.729,1,0.0,0.0
105.295,23.105,701.968,154.032,18.27,0.0,812,[],214.897,1432.649,0.522,"[[103.050,24.150],[103.050,23.100],[103.350,21.300],[103.500,21.150],[104.250,20.850],[104.850,20.700],[105.600,20.700],[106.200,20.850],[107.700,21.450],[107.700,21.900],[107.400,23.550],[106.650,25.950],[106.500,26.100],[106.050,26.100],[105.600,25.950],[104.250,25.050]]",16.398,[],4.376,5.587,0.0,0.0,4.823,0.0,0.0,0.0,False,False,True,False,0.0,28.181,28,0.0,0.0
108.989,25.296,726.595,168.643,0.945,0.0,42,[],211.167,1407.778,0.512,"[[109.500,25.050],[109.800,25.500],[109.650,25.650],[109.350,25.650],[108.600,25.500],[108.300,25.350],[108.150,25.200],[108.150,25.050]]",3.865,[],0.527,1.578,0.0,0.0,1.097,0.0,0.0,0.0,False,False,True,False,0.0,1.458,1,0.0,0.0
102.815,26.509,685.433,176.726,9.36,0.0,416,[],213.217,1421.449,0.54,"[[103.050,27.900],[99.900,25.650],[99.600,25.350],[99.600,24.600],[99.900,24.450],[100.200,24.450],[102.000,25.050],[105.900,26.850],[106.050,27.150],[106.050,27.600],[105.900,27.900],[105.600,28.050],[103.500,28.050]]",15.904,[],1.995,6.808,0.0,0.0,3.452,0.0,0.0,0.0,False,False,True,False,0.0,14.438,14,0.0,0.0
103.759,51.095,691.725,340.633,2.7,0.0,120,[],192.007,1280.049,0.601,"[[104.700,51.600],[103.050,51.600],[102.450,51.300],[102.450,50.850],[103.350,50.400],[104.400,50.550],[105.000,50.850],[105.000,51.300]]",6.383,[],1.143,2.56,0.0,0.0,1.854,0.0,0.0,0.0,False,False,True,False,0.0,4.165,4,0.0,0.0
102.208,94.832,681.389,632.21,7.92,0.0,352,[],158.969,1059.796,0.766,"[[102.300,96.300],[101.550,96.000],[99.900,94.650],[99.900,94.350],[100.800,93.450],[101.100,93.300],[101.700,93.300],[102.300,93.450],[102.900,93.750],[103.500,94.350],[103.800,94.800],[103.950,95.400],[103.950,95.700],[103.800,96.000],[103.200,96.300]]",10.951,[],2.591,4.036,0.0,0.0,3.176,0.0,0.0,0.0,False,False,True,False,0.0,12.217,12,0.0,0.0
109.637,132.901,730.916,886.007,6.728,0.0,299,[],128.121,854.14,0.931,"[[108.450,133.500],[107.550,132.600],[107.550,132.150],[108.000,132.000],[109.050,131.700],[109.200,131.700],[110.250,131.850],[111.450,132.750],[111.600,133.800],[111.600,134.100],[110.700,134.100],[109.350,133.800]]",10.592,[],2.076,4.147,0.0,0.0,2.927,0.0,0.0,0.0,False,False,True,False,0.0,10.377,10,0.0,0.0
103.995,152.87,693.302,1019.136,10.282,0.0,457,[],122.27,815.133,1.09,"[[101.550,152.250],[103.050,151.350],[103.800,151.350],[104.700,151.650],[106.200,152.550],[106.200,153.600],[106.050,153.900],[105.900,154.050],[104.700,154.350],[104.250,154.350],[103.650,154.200],[102.450,153.600],[101.550,152.850]]",12.213,[],2.745,4.692,0.0,0.0,3.618,0.0,0.0,0.0,False,False,True,False,0.0,15.861,16,0.0,0.0
102.775,163.129,685.165,1087.524,13.905,0.0,618,[],119.002,793.346,1.171,"[[103.950,161.700],[104.550,162.150],[105.000,163.050],[105.150,163.800],[105.150,163.950],[105.000,164.400],[104.700,164.700],[104.100,164.850],[103.350,165.000],[102.300,165.000],[100.950,163.800],[100.500,163.350],[100.350,162.450],[100.350,162.150],[100.500,161.850],[101.100,161.400],[102.150,161.250],[102.450,161.250]]",13.67,[],3.518,5.114,0.0,0.0,4.208,0.0,0.0,0.0,False,False,True,False,0.0,21.448,21,0.0,0.0
104.266,170.994,695.104,1139.962,7.762,0.0,345,[],114.764,765.09,1.23,"[[104.250,172.200],[103.500,171.900],[102.900,171.300],[102.450,170.550],[102.450,169.500],[102.750,169.350],[103.350,169.350],[104.400,169.950],[105.600,170.850],[106.350,171.450],[106.500,171.600],[106.500,172.050],[106.200,172.350],[105.600,172.350]]",11.231,[],2.068,4.485,0.0,0.0,3.144,0.0,0.0,0.0,False,False,True,False,0.0,11.974,12,0.0,0.0
104.529,222.066,696.863,1480.438,1.642,0.0,73,[],108.622,724.148,-1.454,"[[105.000,222.600],[104.100,222.600],[103.950,222.450],[103.800,222.000],[103.800,221.700],[103.950,221.550],[104.850,221.550],[105.300,221.850],[105.300,222.300]]",4.414,[],1.054,1.556,0.0,0.0,1.446,0.0,0.0,0.0,False,False,True,False,0.0,2.534,3,0.0,0.0
102.566,286.762,683.771,1911.75,2.16,0.0,96,[],134.352,895.681,-0.957,"[[103.500,287.250],[103.200,287.550],[102.900,287.550],[102.450,287.400],[101.850,286.800],[101.550,286.200],[101.550,286.050],[102.450,286.050],[103.350,286.650],[103.500,286.950]]",5.485,[],1.071,2.161,0.0,0.0,1.658,0.0,0.0,0.0,False,False,True,False,0.0,3.332,3,0.0,0.0
100.902,288.976,672.678,1926.51,6.84,0.0,304,[],136.99,913.267,-0.951,"[[99.450,287.850],[99.600,287.700],[100.800,287.250],[101.700,288.150],[102.300,289.050],[102.600,289.650],[102.150,290.100],[101.700,290.400],[100.950,290.400],[100.200,290.100],[99.900,289.800],[99.600,289.200],[99.450,288.450]]",9.714,[],2.401,3.475,0.0,0.0,2.951,0.0,0.0,0.0,False,False,True,False,0.0,10.551,11,0.0,0.0
104.941,306.574,699.61,2043.829,2.768,0.0,123,[],144.886,965.907,-0.836,"[[104.850,307.350],[104.400,307.200],[103.650,306.300],[103.650,306.150],[104.250,305.850],[105.000,305.850],[106.050,306.450],[106.200,306.600],[106.200,306.900],[105.900,307.200]]",6.423,[],1.436,2.548,0.0,0.0,1.877,0.0,0.0,0.0,False,False,True,False,0.0,4.269,4,0.0,0.0
102.004,346.555,680.025,2310.369,3.6,0.0,160,[],176.07,1173.797,-0.678,"[[103.350,346.050],[103.350,346.800],[103.200,347.100],[102.000,347.250],[101.550,347.250],[100.950,347.100],[100.500,346.800],[100.500,346.350],[100.800,346.050],[102.450,345.900],[103.200,345.900]]",7.397,[],1.307,2.861,0.0,0.0,2.141,0.0,0.0,0.0,False,False,True,False,0.0,5.553,6,0.0,0.0
103.17,349.094,687.798,2327.295,4.118,0.0,183,[],177.334,1182.226,-0.664,"[[103.650,350.100],[102.450,349.800],[102.150,349.500],[101.850,348.900],[101.850,348.450],[102.000,348.300],[102.300,348.150],[103.050,348.150],[103.800,348.450],[104.400,349.050],[104.700,349.500],[104.700,349.800]]",7.669,[],1.704,2.997,0.0,0.0,2.29,0.0,0.0,0.0,False,False,True,False,0.0,6.351,6,0.0,0.0
105.673,346.577,704.488,2310.512,0.922,0.0,41,[],173.809,1158.727,-0.661,"[[105.150,346.950],[105.150,346.350],[105.600,346.200],[105.900,346.200],[106.350,346.350],[106.500,346.500],[105.300,347.100]]",3.615,[],0.687,1.294,0.0,0.0,1.084,0.0,0.0,0.0,False,False,True,False,0.0,1.423,1,0.0,0.0
107.417,370.997,716.111,2473.315,1.215,0.0,54,[],192.708,1284.722,-0.576,"[[107.100,370.350],[107.400,370.350],[107.700,370.650],[108.000,371.100],[108.000,371.400],[107.700,371.700],[107.550,371.700],[106.950,371.100],[106.800,370.800],[106.800,370.650]]",3.898,[],0.839,1.432,0.0,0.0,1.244,0.0,0.0,0.0,False,False,True,False,0.0,1.874,2,0.0,0.0
110.087,377.516,733.917,2516.771,2.16,0.0,96,[],196.804,1312.029,-0.547,"[[108.750,376.950],[109.950,376.950],[111.450,377.700],[111.600,377.850],[111.450,378.000],[109.800,378.000],[109.350,377.700],[108.750,377.100]]",6.491,[],0.96,2.689,0.0,0.0,1.658,0.0,0.0,0.0,False,False,True,False,0.0,3.332,3,0.0,0.0
112.503,29.201,750.019,194.676,2.362,0.0,105,[],206.044,1373.63,0.506,"[[113.400,28.650],[113.850,29.100],[113.850,29.400],[112.500,29.700],[111.600,29.700],[111.150,29.400],[111.150,29.100],[111.450,28.950],[112.050,28.800],[113.100,28.650]]",6.375,[],0.952,2.688,0.0,0.0,1.734,0.0,0.0,0.0,False,False,True,False,0.0,3.644,4,0.0,0.0
114.802,25.796,765.349,171.976,2.835,0.0,126,[],207.94,1386.264,0.489,"[[115.800,26.400],[115.500,26.400],[114.000,26.250],[113.550,26.100],[113.400,25.800],[113.400,25.650],[113.550,25.500],[114.150,25.200],[114.900,25.200],[115.500,25.350],[116.100,25.650],[116.250,25.800],[116.100,26.100]]",6.661,[],1.134,2.74,0.0,0.0,1.9,0.0,0.0,0.0,False,False,True,False,0.0,4.373,4,0.0,0.0
110.57,27.417,737.13,182.783,0.518,0.0,23,[],208.544,1390.292,0.51,"[[110.100,27.450],[110.400,27.150],[110.700,27.150],[111.000,27.300],[111.000,27.600],[110.100,27.600]]",2.41,[],0.452,0.911,0.0,0.0,0.812,0.0,0.0,0.0,False,False,True,False,0.0,0.798,1,0.0,0.0
112.493,26.959,749.952,179.726,1.395,0.0,62,[],208.013,1386.756,0.501,"[[111.750,26.550],[111.900,26.250],[112.050,26.250],[113.400,27.000],[113.550,27.150],[113.550,27.300],[113.250,27.450],[112.050,27.300],[111.750,27.150]]",4.872,[],0.817,1.84,0.0,0.0,1.333,0.0,0.0,0.0,False,False,True,False,0.0,2.152,2,0.0,0.0
115.249,38.782,768.326,258.55,6.547,0.0,291,[],196.346,1308.976,0.518,"[[116.700,38.250],[116.850,39.000],[116.850,39.300],[116.700,39.600],[116.400,39.900],[115.050,39.900],[114.150,39.600],[113.550,39.000],[113.550,38.250],[114.000,37.950],[114.600,37.650],[115.350,37.500],[115.800,37.650],[116.100,37.800]]",9.258,[],2.373,3.37,0.0,0.0,2.887,0.0,0.0,0.0,False,False,True,False,0.0,10.099,10,0.0,0.0
117.13,36.558,780.868,243.717,1.192,0.0,53,[],197.368,1315.785,0.504,"[[116.250,36.900],[116.250,36.600],[117.150,36.150],[117.600,36.150],[117.900,36.300],[118.050,36.450],[118.050,36.600],[117.150,36.900]]",4.302,[],0.692,1.764,0.0,0.0,1.232,0.0,0.0,0.0,False,False,True,False,0.0,1.839,2,0.0,0.0
117.645,51.729,784.3,344.857,9.157,0.0,407,[],183.962,1226.411,0.541,"[[119.550,52.200],[119.250,54.600],[119.100,54.600],[118.650,54.450],[116.250,52.500],[115.650,50.400],[115.650,49.950],[115.950,49.650],[117.000,49.650],[117.600,49.950],[119.100,51.450]]",13.91,[],2.72,5.425,0.0,0.0,3.415,0.0,0.0,0.0,False,False,True,False,0.0,14.125,14,0.0,0.0
114.572,73.464,763.814,489.76,11.362,0.0,505,[],167.487,1116.58,0.624,"[[112.800,74.400],[112.350,73.950],[112.200,73.650],[112.200,72.750],[112.500,72.450],[113.250,72.150],[115.200,72.150],[116.100,72.300],[116.700,72.900],[117.000,73.350],[117.000,73.650],[116.700,74.250],[116.400,74.550],[116.100,74.700],[115.350,75.000],[114.750,75.000]]",12.534,[],2.773,4.779,0.0,0.0,3.804,0.0,0.0,0.0,False,False,True,False,0.0,17.527,18,0.0,0.0
119.618,84.675,797.455,564.5,0.495,0.0,22,[],155.459,1036.396,0.64,"[[120.150,84.900],[120.000,85.050],[119.550,84.900],[119.100,84.450],[119.100,84.300],[119.700,84.450]]",2.728,[],0.426,1.146,0.0,0.0,0.794,0.0,0.0,0.0,False,False,True,False,0.0,0.764,1,0.0,0.0
119.219,141.531,794.792,943.542,2.16,0.0,96,[],115.288,768.589,0.941,"[[120.150,141.750],[119.400,142.200],[118.950,142.200],[118.500,142.050],[118.350,141.900],[118.350,141.450],[118.650,141.000],[118.950,140.850],[119.400,140.850],[120.000,141.150],[120.150,141.300]]",5.12,[],1.355,1.829,0.0,0.0,1.658,0.0,0.0,0.0,False,False,True,False,0.0,3.332,3,0.0,0.0
118.773,142.91,791.823,952.734,1.777,0.0,79,[],114.845,765.632,0.953,"[[119.700,142.950],[119.700,143.400],[119.400,143.550],[119.250,143.550],[118.650,143.400],[118.200,143.100],[117.750,142.650],[117.750,142.500],[117.900,142.350],[118.500,142.350],[119.400,142.650]]",5.066,[],0.933,2.073,0.0,0.0,1.504,0.0,0.0,0.0,False,False,True,False,0.0,2.742,3,0.0,0.0
117.089,235.473,780.591,1569.818,0.495,0.0,22,[],98.823,658.82,-1.304,"[[116.550,235.350],[117.750,235.350],[117.600,235.500],[117.300,235.650],[116.700,235.650],[116.550,235.500]]",2.71,[],0.301,1.094,0.0,0.0,0.794,0.0,0.0,0.0,False,False,True,False,0.0,0.764,1,0.0,0.0
118.473,253.574,789.818,1690.491,1.238,0.0,55,[],103.805,692.032,-1.131,"[[117.600,253.650],[117.750,253.350],[118.350,253.200],[118.800,253.200],[119.250,253.350],[119.400,253.500],[119.400,253.650],[119.250,253.800],[118.050,253.950],[117.750,253.950],[117.600,253.800]]",4.324,[],0.699,1.755,0.0,0.0,1.255,0.0,0.0,0.0,False,False,True,False,0.0,1.909,2,0.0,0.0
110.5,300.775,736.669,2005.169,3.33,0.0,148,[],136.875,912.498,-0.84,"[[108.750,300.750],[108.900,300.450],[110.400,299.850],[111.600,300.450],[112.050,300.750],[112.350,301.050],[112.350,301.200],[109.050,301.200],[108.750,300.900]]",8.282,[],1.244,3.372,0.0,0.0,2.059,0.0,0.0,0.0,False,False,True,False,0.0,5.137,5,0.0,0.0
118.031,373.366,786.87,2489.104,1.732,0.0,77,[],189.186,1261.241,-0.522,"[[119.100,373.500],[118.950,373.800],[117.600,373.800],[117.150,373.350],[117.150,372.900],[117.300,372.750],[117.450,372.750],[118.500,373.050],[119.100,373.350]]",5.047,[],0.88,1.959,0.0,0.0,1.485,0.0,0.0,0.0,False,False,True,False,0.0,2.672,3,0.0,0.0
114.552,374.747,763.678,2498.313,2.588,0.0,115,[],192.133,1280.886,-0.534,"[[113.550,375.000],[113.250,374.700],[113.250,374.550],[113.400,374.250],[113.850,374.100],[114.600,374.100],[115.200,374.400],[115.650,374.850],[115.800,375.150],[115.800,375.300],[115.500,375.600]]",6.391,[],1.146,2.548,0.0,0.0,1.815,0.0,0.0,0.0,False,False,True,False,0.0,3.991,4,0.0,0.0
117.143,376.8,780.951,2512.0,1.845,0.0,82,[],192.608,1284.052,-0.517,"[[118.200,377.100],[115.950,377.100],[115.950,376.800],[116.250,376.500],[116.850,376.350],[117.300,376.350],[118.350,376.650],[118.500,376.950]]",5.806,[],0.753,2.438,0.0,0.0,1.533,0.0,0.0,0.0,False,False,True,False,0.0,2.846,3,0.0,0.0
124.483,23.914,829.888,159.424,3.825,0.0,170,[],205.275,1368.498,0.443,"[[123.300,23.400],[123.450,22.800],[123.750,22.650],[124.050,22.650],[124.800,22.950],[125.400,23.550],[125.550,24.000],[125.700,24.900],[124.950,25.200],[124.650,25.200],[124.200,25.050],[124.050,24.900]]",7.768,[],1.764,2.952,0.0,0.0,2.207,0.0,0.0,0.0,False,False,True,False,0.0,5.9,6,0.0,0.0
127.895,23.985,852.635,159.897,7.65,0.0,340,[],203.772,1358.479,0.428,"[[127.500,25.800],[127.050,25.650],[126.150,23.850],[126.150,23.550],[126.450,22.950],[126.900,22.650],[128.400,22.650],[129.000,22.800],[129.750,24.000],[129.750,24.450],[128.400,25.650]]",10.701,[],3.075,3.633,0.0,0.0,3.121,0.0,0.0,0.0,False,False,True,False,0.0,11.8,12,0.0,0.0
125.643,26.772,837.621,178.483,0.652,0.0,29,[],202.195,1347.964,0.444,"[[126.300,27.000],[125.550,27.000],[124.950,26.700],[124.950,26.550],[125.700,26.550],[126.150,26.700],[126.300,26.850]]",3.157,[],0.452,1.341,0.0,0.0,0.911,0.0,0.0,0.0,False,False,True,False,0.0,1.006,1,0.0,0.0
127.915,24.028,852.764,160.188,7.538,0.0,335,[],203.724,1358.161,0.428,"[[127.050,25.650],[126.300,23.700],[126.300,23.400],[126.450,23.100],[126.750,22.800],[127.050,22.650],[127.500,22.500],[127.800,22.500],[128.700,22.800],[129.300,23.400],[129.750,24.000],[129.750,24.300],[128.550,25.500],[128.250,25.650],[127.800,25.800],[127.350,25.800]]",10.398,[],2.89,3.39,0.0,0.0,3.098,0.0,0.0,0.0,False,False,True,False,0.0,11.627,12,0.0,0.0
122.435,49.608,816.235,330.717,9.292,0.0,413,[],183.386,1222.571,0.513,"[[120.150,49.500],[120.150,49.200],[120.300,49.050],[120.750,48.750],[121.650,48.450],[123.000,48.150],[123.600,48.150],[124.200,48.750],[124.350,49.500],[124.350,49.800],[124.200,50.250],[123.750,50.700],[123.000,51.000],[122.250,51.000],[121.350,50.850],[120.900,50.700],[120.750,50.550]]",11.375,[],2.72,4.173,0.0,0.0,3.44,0.0,0.0,0.0,False,False,True,False,0.0,14.334,14,0.0,0.0
122.093,54.378,813.952,362.519,6.547,0.0,291,[],179.416,1196.109,0.528,"[[123.900,54.750],[123.600,55.500],[123.450,55.800],[122.550,55.800],[121.950,55.500],[121.500,55.200],[121.350,55.050],[119.700,52.800],[120.000,52.650],[121.950,53.250],[122.550,53.550],[123.600,54.150],[123.900,54.600]]",11.204,[],1.964,4.424,0.0,0.0,2.887,0.0,0.0,0.0,False,False,True,False,0.0,10.099,10,0.0,0.0
125.091,57.871,833.942,385.804,3.105,0.0,138,[],174.891,1165.94,0.523,"[[125.700,57.300],[125.700,58.950],[125.400,59.250],[125.250,59.250],[124.800,59.100],[124.650,58.950],[124.500,58.500],[124.500,56.700],[124.650,56.550],[125.250,56.550],[125.400,56.700]]",6.88,[],1.205,2.717,0.0,0.0,1.988,0.0,0.0,0.0,False,False,True,False,0.0,4.789,5,0.0,0.0
122.919,156.607,819.457,1044.049,1.822,0.0,81,[],103.905,692.702,1.038,"[[123.900,157.050],[123.900,157.200],[123.600,157.500],[123.300,157.350],[122.550,156.900],[122.250,156.600],[121.950,156.150],[121.950,155.850],[122.550,155.850],[123.000,156.150],[123.750,156.750]]",5.486,[],0.854,2.271,0.0,0.0,1.523,0.0,0.0,0.0,False,False,True,False,0.0,2.811,3,0.0,0.0
